
=== open /dev/ttyUSB0 9600 8N1 at 2026-07-27T11:41:57.406272704+02:00
       0.065 CFG   read timeout 500ms
   89228.026 RX    40 0A FF 91
   89248.612 RX    00 2D FF FF
   89258.781 RX    01 00 89 64
   89279.123 RX    00 04 1E FF
   89289.301 RX    00 30 80 80 21
   89309.855 RX    00 26 00 26 00 26 00
   89330.207 RX    26 00 00 00
   89330.256 TX    80
   89340.373 RX    80 80
   89360.851 RX    1C 03 7F 8B
   89371.122 RX    72 72 FF 22
   89391.570 RX    86 25 00 80
   89401.786 RX    01 00 00 00
   89422.731 RX    1D 81 24 00 13
   89433.211 RX    00 43 07 A7 10
   89453.694 RX    00 00
   89453.756 TX    7D
   89474.125 RX    7D 7D 21
   89484.538 RX    40 0A FF 91
   89505.134 RX    00 2D FF FF
   89515.404 RX    01 00 89 64
   89536.047 RX    00 04 1E FF
   89546.350 RX    00 30 80 80 26
   89566.841 RX    00 26 00 26 00 26 00
   89577.155 RX    26 00 00 00
   89577.248 TX    80
   89597.990 RX    80 80 1C 03 8D
   89618.678 RX    8B 72 72 FF
   89628.859 RX    21 86 25 00
   89649.512 RX    80 01 00 00
   89659.703 RX    00 1D 81 24
   89680.063 RX    00 2F 00 3C 07 AD
   89690.254 RX    10 00 00
   89690.310 TX    7D
   89710.683 RX    7D 7D 21 40
   89720.873 RX    0A FF 91 00
   89741.316 RX    2C FF FF 01
   89761.694 RX    00 89 64 00
   89771.872 RX    04 1E FF 00
   89792.255 RX    30 80 80 24 00
   89802.478 RX    26 00 26 00 26 00 26 00
   89822.831 RX    00 00
   89822.876 TX    80
   89833.050 RX    80 80 1C
   89853.426 RX    03 81 8B 72 72
   89873.776 RX    FF 20 86 25
   89883.967 RX    00 80 01
   89904.656 RX    00 00 00 1D 81
   89914.851 RX    24 00 20 00
   89935.382 RX    43 07 AA 10 00
   89945.574 RX    00
   89945.621 TX    7D
   89966.013 RX    7D 7D 21 40
   89986.970 RX    0A FF 91 00
   89997.740 RX    2C FF FF 01
   90018.708 RX    00 89 64 00
   90029.314 RX    04 1E FF
   90050.308 RX    00 30 80 80 12
   90060.839 RX    00 26 00 26 00 26 00
   90082.160 RX    26 00 00 00
   90082.261 TX    80
   90092.940 RX    80 80
   90114.410 RX    1C 03 75 8B 72
   90124.600 RX    72 FF 21 86
   90144.996 RX    25 00 80
   90155.181 RX    01 00 00 00
   90175.545 RX    1D 81 24 00 14
   90185.736 RX    00 43 07 A4 10
   90206.106 RX    00 00
   90206.156 TX    7D
   90216.318 RX    7D 7D 21
   90236.670 RX    40 0A FF 91
   90257.030 RX    00 2C FF FF
   90267.228 RX    01 00 89 64
   90287.669 RX    00 04 1E FF
   90297.901 RX    00 30 80 80 23
   90318.255 RX    00 26 00 26 00 26 00
   90328.486 RX    26 00 00 00
   90328.533 TX    80
   90348.853 RX    80 80 1C 03 90
   90369.212 RX    8B 72 72 FF
   90379.402 RX    22 86 25 00
   90399.735 RX    80 01 00 00
   90409.898 RX    00 1D 81 24
   90430.307 RX    00 30 00 3C 07 B1
   90440.477 RX    10 00 00
   90440.520 TX    7D
   90460.832 RX    7D 7D 21 40
   90481.218 RX    0A FF 91 00
   90491.490 RX    2B FF FF
   90512.634 RX    01 00 89 64
   90523.100 RX    00 04 1E FF
   90543.923 RX    00 30 80 7F F2
   90554.267 RX    00 26 00 26 00 26 00
   90574.792 RX    26 00 00 00
   90574.853 TX    80
   90585.032 RX    80 80 1C
   90606.019 RX    03 81 8B 72 72
   90616.250 RX    FF 22 86
   90636.635 RX    25 00 80 01
   90657.025 RX    00 00 00 1D
   90667.217 RX    81 24 00 1C 00
   90687.696 RX    41 07 A6 10 00
   90697.895 RX    00
   90697.941 TX    7D
   90718.258 RX    7D 7D 21 40
   90728.510 RX    0A FF 91 00
   90748.846 RX    2B FF FF 01
   90769.213 RX    00 89 64 00
   90779.389 RX    04 1E FF
   90799.831 RX    00 30 80 80 21 00
   90810.016 RX    26 00 26 00 26 00
   90830.756 RX    26 00 00 00
   90830.808 TX    80
   90840.995 RX    80 80
   90861.323 RX    1C 03 96 8B 72
   90881.786 RX    72 FF 20 86
   90891.986 RX    25 00 80 01 00
   90912.394 RX    00 00 1D
   90922.673 RX    81 24 00 0D 00
   90943.045 RX    43 07 A4 10 00
   90953.236 RX    00
   90953.288 TX    7D
   90973.644 RX    7D 7D 21 40
   90994.077 RX    0A FF 91 00
   91004.602 RX    2A FF FF 01
   91025.613 RX    00 89 64 00
   91036.226 RX    04 1E FF
   91056.912 RX    00 30 80 80 1B
   91067.488 RX    00 26 00 26 00 26 00
   91088.500 RX    26 00 00 00
   91088.612 TX    80
   91099.314 RX    80 80
   91120.140 RX    1C 03 8F 8B 72
   91130.386 RX    72 FF 21 86
   91150.837 RX    25 00 80 01
   91161.027 RX    00 00 00 1D
   91181.516 RX    81 24 00 0D 00
   91201.861 RX    44 07 AA 10 00
   91212.058 RX    00
   91212.109 TX    7D
   91232.441 RX    7D 7D 21 40
   91242.625 RX    0A FF 91
   91262.981 RX    00 2A FF FF
   91273.149 RX    01 00 89 64
   91293.643 RX    00 04 1E FF
   91313.999 RX    00 30 80 80 12
   91324.177 RX    00 26 00 26 00 26
   91344.698 RX    00 26 00 00 00
   91344.745 TX    80
   91354.933 RX    80 80
   91375.327 RX    1C 03 82 8B 72
   91385.572 RX    72 FF 22 86
   91405.928 RX    25 00 80 01
   91416.251 RX    00 00 00
   91436.607 RX    1D 81 24 00 11
   91456.948 RX    00 43 07 A5 10
   91467.149 RX    00 00
   91467.203 TX    7D
   91487.591 RX    7D 7D 21
   91497.850 RX    40 0A FF 91
   91519.114 RX    00 29 FF FF
   91529.513 RX    01 00 89 64
   91550.340 RX    00 04 1E FF
   91560.551 RX    00 30 80 80
   91581.394 RX    21 00 26 00 26 00
   91592.226 RX    26 00 26 00 00 00
   91592.370 TX    80
   91613.619 RX    80 80 1C 03 8E
   91634.141 RX    8C 72 72 FF
   91644.326 RX    21 86 25 00
   91664.679 RX    80 01 00 00
   91674.923 RX    00 1D 81 24
   91695.411 RX    00 27 00 42 07
   91705.597 RX    A5 10 00 00
   91705.647 TX    7D
   91726.068 RX    7D 7D 21 40
   91736.265 RX    0A FF 91 00
   91756.630 RX    29 FF FF 01
   91777.125 RX    00 89 64 00
   91787.318 RX    04 1E FF 00
   91807.674 RX    30 80 80 24 00
   91817.863 RX    26 00 26 00 26 00 26
   91838.441 RX    00 00 00
   91838.485 TX    80
   91848.658 RX    80 80
   91869.032 RX    1C 03 82 8C 72
   91889.499 RX    72 FF 21 86
   91899.684 RX    25 00 80 01
   91920.186 RX    00 00 00 1D
   91930.483 RX    81 24 00 18
   91950.847 RX    00 42 07 A4 10
   91961.114 RX    00 00
   91961.168 TX    7D
   91981.659 RX    7D 7D 21 40
   91991.847 RX    0A FF 91
   92012.567 RX    00 29 FF FF
   92033.405 RX    01 00 89 64
   92044.018 RX    00 04 1E FF
   92065.034 RX    00 30 80
   92075.796 RX    80 1E 00 26 00 26 00
   92096.818 RX    26 00 26 00 00 00
   92096.916 TX    80
   92107.315 RX    80 80
   92128.072 RX    1C 03 87 8C 72
   92138.440 RX    72 FF 21 86
   92158.872 RX    25 00 80 01
   92169.102 RX    00 00 00 1D
   92189.696 RX    81 24 00 29 00
   92199.928 RX    3E 07 A7 10
   92220.323 RX    00 00
   92220.394 TX    7D
   92240.945 RX    7D 7D 21
   92251.180 RX    40 0A FF 91
   92271.672 RX    00 28 FF FF
   92282.026 RX    01 00 89 64
   92302.563 RX    00 04 1E FF
   92312.814 RX    00 30 80 80
   92333.415 RX    29 00 26 00 26 00 26
   92353.805 RX    00 26 00 00 00
   92353.862 TX    80
   92364.058 RX    80
   92384.674 RX    80 1C 03 86 8C
   92394.906 RX    72 72 FF 21
   92415.604 RX    86 25 00 80
   92425.818 RX    01 00 00 00
   92446.197 RX    1D 81 24
   92456.395 RX    00 17 00 43 07 68
   92476.785 RX    10 00 01
   92476.834 TX    7D
   92497.203 RX    7D 7D 21
   92507.382 RX    00 0A FF 91
   92529.021 RX    00 28 FF FF
   92539.691 RX    01 00 89 64
   92560.416 RX    00 04 1E FF 00
   92570.989 RX    30 80 7F D6 00
   92591.680 RX    26 00 26 00 26 00 26 00
   92602.491 RX    00 00
   92602.613 TX    80
   92623.566 RX    80 80 1C 03
   92633.801 RX    10 8C 72 72 FF
   92654.418 RX    21 87 25 00
   92664.599 RX    80 01 00 00
   92684.944 RX    00 1D 81 09 00
   92705.321 RX    C3 00 44 07 68 10
   92715.515 RX    00 01
   92715.568 TX    7D
   92735.893 RX    7D 7D 21 00
   92746.084 RX    0A FF 91 00
   92766.491 RX    28 FF FF 01
   92776.670 RX    00 89 64 00 04
   92797.050 RX    1E FF 00 30
   92817.407 RX    80 7E BF 00 26 00 26
   92827.589 RX    00 26 00 26 00 00 00
   92827.633 TX    80
   92847.960 RX    80 80 1C
   92858.154 RX    01 E4 8C 72 72 FF
   92878.486 RX    25 86 25 00
   92888.684 RX    80 01 00 00
   92909.168 RX    00 1D 81 00 01
   92929.635 RX    D5 00 44 07 68 10
   92939.807 RX    00 01
   92939.846 TX    7D
   92960.494 RX    7D 7D 21
   92970.712 RX    00 0A FF 91
   92991.039 RX    00 28 FF FF 01
   93001.321 RX    00 89 64 00
   93022.349 RX    04 1E FF 00 30
   93033.150 RX    80 7D CA 00 26 00
   93053.863 RX    26 00 26 00 26 00 00 00
   93053.954 TX    80
   93064.391 RX    80 80 1C
   93085.208 RX    01 35 8C 72 72
   93095.832 RX    FF 2B 86 25 00
   93116.660 RX    80 01 00 00
   93137.619 RX    00 1D 81 00 02 36
   93147.823 RX    00 44 07 68 10
   93168.240 RX    00 01
   93168.302 TX    7D
   93178.493 RX    7D 7D 21
   93198.866 RX    00 0A FF 91
   93209.063 RX    00 28 FF FF 01
   93229.556 RX    00 89 64 00
   93239.736 RX    04 1E FF 00 30
   93260.084 RX    80 7D 14 00 26 00
   93280.456 RX    26 00 26 00 26 00 00 00
   93280.509 TX    80
   93290.775 RX    80 80
   93311.249 RX    1C 00 00 8C 72 73
   93321.466 RX    FF 39 85 25 00
   93341.807 RX    80 01 00 00 00
   93351.982 RX    1D 81 00 03 6B 00
   93372.322 RX    30 0A 5A 00 00 01
   93372.369 TX    7D
   93392.682 RX    7D 7D 21 00
   93402.864 RX    0A FF 91 00
   93423.214 RX    28 FF FF 01 00
   93433.389 RX    89 64 00 04 1E
   93453.720 RX    FF 00 30 80 7C 95
   93463.921 RX    00 26 00 26 00 26 00 26 00
   93484.373 RX    00 00
   93484.416 TX    80
   93504.726 RX    80 80 1C 00 00
   93514.958 RX    8C 72 73 FF 46
   93535.300 RX    85 26 00 80 01
   93545.482 RX    00 00 00 1D
   93565.819 RX    81 00 03 6B 00 30
   93575.995 RX    0A 5A 00 00 01
   93576.039 TX    7D
   93597.024 RX    7D 7D 21 00 0A
   93617.736 RX    FF 91 00 28 FF
   93628.341 RX    FF 01 00 89 64
   93649.407 RX    00 00 1E FF 00
   93659.595 RX    30 80 7C 95 00 26
   93679.981 RX    00 26 00 26 00 26 00 00 00
   93680.035 TX    80
   93690.321 RX    80 80 1C
   93710.825 RX    00 00 8C 72 73
   93721.017 RX    FF 50 85 26 00
   93741.384 RX    80 01 00 00 00
   93751.570 RX    1D 81 00 03 6B 00
   93771.941 RX    30 0A 8C 00 00 01
   93771.986 TX    7D
   93792.308 RX    7D 7D 21 00
   93802.481 RX    0A FF 91 00 27
   93822.839 RX    FF FF 01 00 89
   93833.012 RX    64 00 00 1E FF
   93853.359 RX    00 30 80 7C 95 00
   93863.531 RX    26 00 26 00 26 00 26 00 00
   93883.893 RX    00
   93883.935 TX    80
   93904.372 RX    80 80 1C 00
   93914.565 RX    00 8C 72 73 FF 59
   93934.913 RX    84 25 00 80 01
   93945.104 RX    00 00 00 1D 81
   93965.467 RX    00 03 6B 00 30 0A
   93975.652 RX    8C 00 00 01
   93975.696 TX    7D
   93996.036 RX    7D 7D 21 00 0A
   94016.528 RX    FF 91 00 27 FF
   94026.706 RX    FF 01 00 89 64
   94047.138 RX    00 00 1E FF 00
   94057.460 RX    30 80 7C 95 00 26 00
   94077.912 RX    26 00 26 00 26 00 00 00
   94078.025 TX    80
   94088.806 RX    80 80 1C
   94110.005 RX    00 00 8C 72 73 FF
   94120.440 RX    5F 84 24 00 80
   94141.015 RX    01 00 00 00 1D
   94151.339 RX    81 00 03 6B 00 30
   94171.780 RX    0A 8C 00 00 01
   94171.855 TX    7D
   94192.395 RX    7D 7D 21 00
   94202.609 RX    0A FF 91 00 27
   94223.017 RX    FF FF 01 00 89
   94233.238 RX    64 00 00 1E FF
   94253.576 RX    00 30 80 7C 95 00
   94263.789 RX    26 00 26 00 26 00 26 00 00
   94284.463 RX    00
   94284.517 TX    80
   94304.936 RX    80 80 1C
   94315.148 RX    00 00 8C 72 73 FF 63
   94335.469 RX    84 24 00 80 01
   94345.675 RX    00 00 00 1D 81
   94366.316 RX    00 03 6B 00 30 0A 8C
   94376.536 RX    00 00 01
   94376.584 TX    7D
   94397.005 RX    7D 7D 21 00 0A
   94407.422 RX    FF 91 00 26 FF
   94428.081 RX    FF 01 00 89 64 00
   94448.649 RX    00 1E FF 00 30
   94458.835 RX    80 7C 95 00 26 00 26
   94479.226 RX    00 26 00 26 00 00 00
   94479.285 TX    80
   94489.462 RX    80 80 1C
   94509.863 RX    00 00 8C 72 73 FF
   94520.311 RX    64 84 24 00 80
   94540.927 RX    01 00 00 00 1D 81
   94551.319 RX    00 03 6B 00
   94624.542 RX    30 0A
   94635.272 RX    8C 00 00 01
   94635.399 TX    7D
   94656.553 RX    7D 7D 21 00
   94666.754 RX    0A FF 91 00 26
   94687.146 RX    FF FF 01 00 89
   94697.318 RX    64 00 00 1E FF
   94717.715 RX    00 30 80 7C 95 00
   94727.895 RX    26 00 26 00 26 00 26 00 00
   94748.234 RX    00
   94748.296 TX    80
   94768.599 RX    80 80 1C 00 00
   94778.774 RX    8C 72 73 FF 65
   94799.205 RX    84 24 00 80 01
   94809.386 RX    00 00 00 1D 81
   94829.735 RX    20 03 6B 00 30 0A 8C
   94839.976 RX    00 00 01
   94840.020 TX    7D
   94860.447 RX    7D 7D 21 00 0A
   94880.799 RX    FF 91 00 26 FF
   94891.050 RX    FF 01 00 89 64
   94911.405 RX    00 00 1E FF 00
   94921.580 RX    30 80 7C 95 00 26 00
   94941.949 RX    26 00 26 00 26 00 00 00
   94941.996 TX    80
   94952.182 RX    80 80 1C
   94972.592 RX    00 00 8C 72 73 FF
   94992.969 RX    65 83 24 00 80
   95003.195 RX    01 00 00 00 1D
   95023.752 RX    81 38 03 6B 00 30
   95033.955 RX    0A BE 00 00 01
   95034.000 TX    7D
   95054.541 RX    7D 7D 21 00
   95064.775 RX    0A FF 91 00 25
   95085.355 RX    FF FF 01 00 89
   95096.501 RX    64 00 00 1E FF
   95117.254 RX    00 30 80 7C 95 00
   95127.791 RX    26 00 26 00 26 00 26 00 00
   95148.332 RX    00
   95148.397 TX    80
   95168.868 RX    80 80 1C
   95179.064 RX    00 00 8C 72 73 FF
   95199.401 RX    65 83 24 00 80
   95209.573 RX    01 00 00 00 1D
   95229.918 RX    81 4A 03 6B 00 30
   95240.093 RX    0A BE 00 00 00
   95240.139 TX    7D
   95260.463 RX    7D 7D 21 40 0A
   95280.819 RX    FF 91 00 25 FF
   95290.985 RX    FF 01 00 89 64
   95311.409 RX    00 00 1E FF 00
   95321.590 RX    30 80 7C 95 00 26
   95342.009 RX    00 26 00 26 00 26 00 00 00
   95342.064 TX    80
   95352.252 RX    80 80 1C
   95372.601 RX    00 00 8C 72 73
   95393.001 RX    FF 65 83 24 00
   95403.293 RX    80 01 00 00 00
   95423.869 RX    1D 81 4A 03 6B 00
   95434.233 RX    30 0A BE 00 00 00
   95434.299 TX    7D
   95454.746 RX    7D 7D 21 40
   95465.022 RX    0A FF 91 00 25
   95485.370 RX    FF FF 01 00 89
   95495.545 RX    64 00 00 1E FF
   95515.875 RX    00 30 80 7C 95 00
   95536.309 RX    26 00 26 00 26 00 26 00 00
   95546.549 RX    00
   95546.599 TX    80
   95567.056 RX    80 80 1C 00 00
   95577.304 RX    8C 72 73 FF 65
   95597.713 RX    83 24 00 80 01
   95607.967 RX    00 00 00 1D 81
   95628.910 RX    4A 03 6B 00 30 0A
   95639.624 RX    BE 00 00 00
   95639.707 TX    7D
   95660.313 RX    7D 7D 21 40
   95680.709 RX    0A FF 91 00 24
   95690.884 RX    FF FF 01 00 89
   95711.219 RX    64 00 00 1E FF
   95721.412 RX    00 30 80 7C 95 00
   95741.759 RX    26 00 26 00 26 00 26 00 00
   95751.932 RX    00
   95751.977 TX    80
   95772.288 RX    80 80 1C 00 00 8C
   95792.639 RX    72 73 FF 65 83
   95802.814 RX    24 00 80 01 00
   95823.145 RX    00 00 1D 81 4A
   95833.303 RX    03 6B 00 30 0A BE 00
   95853.634 RX    00 00
   95853.677 TX    7D
   95863.845 RX    7D 7D 21
   95884.303 RX    40 0A FF 91 00
   95894.904 RX    24 FF FF 01 00
   95915.457 RX    89 64 00 00 1E
   95935.782 RX    FF 00 30 80 7C
   95945.961 RX    95 00 26 00 26 00 26 00
   95966.294 RX    26 00 00 00
   95966.338 TX    80
   95976.597 RX    80 80 1C
   95997.245 RX    00 00 8C 72 73
   96007.449 RX    FF 65 83 24 00
   96027.829 RX    80 01 00 00 00
   96048.217 RX    1D 81 4A 03 6B 00
   96058.415 RX    30 0A BE 00 00 00
   96058.456 TX    7D
   96078.924 RX    7D 7D 21 40
   96089.121 RX    0A FF 91 00 24
   96109.930 RX    FF FF 01 00 89
   96120.497 RX    64 00 00 1E FF
   96141.112 RX    00 30 80 7C 95 00
   96151.867 RX    26 00 26 00 26 00 26 00 00
   96173.506 RX    00
   96173.594 TX    80
   96183.981 RX    80 80 1C
   96204.698 RX    00 00 8C 72 73 FF
   96215.314 RX    65 83 24 00 80
   96236.393 RX    01 00 00 00 1D
   96247.015 RX    81 4A 03 6B 00 30
   96267.929 RX    0A BE 00 00 00
   96268.006 TX    7D
   96289.002 RX    7D 7D 21 40
   96299.727 RX    0A FF 91 00
   96320.916 RX    23 FF FF 01 00
   96331.369 RX    89 64 00 00 1E
   96352.556 RX    FF 00 30 80 7C 95
   96363.180 RX    00 26 00 26 00 26 00 26 00
   96384.039 RX    00 00
   96384.133 TX    80
   96394.740 RX    80 80
   96415.929 RX    1C 00 00 8C 72 73
   96426.586 RX    FF 65 82 24 00
   96447.743 RX    80 01 00 00 00
   96458.382 RX    1D 81 4A 03 6B 00
   96479.127 RX    30 0A F0 00 00 00
   96479.191 TX    7D
   96489.378 RX    7D 7D 21
   96509.901 RX    40 0A FF 91 00
   96520.362 RX    23 FF FF 01 00
   96541.388 RX    89 64 00 00 1E
   96552.189 RX    FF 00 30 80 7C
   96572.882 RX    95 00 26 00 26 00 26 00 26
   96583.439 RX    00 00 00
   96583.516 TX    80
   96604.759 RX    80 80 1C 00 00
   96615.363 RX    8C 72 73 FF 65
   96636.488 RX    82 24 00 80 01
   96647.125 RX    00 00 00 1D 81
   96668.393 RX    4A 03 6B 00 30 0A F0
   96688.775 RX    00 00 00
   96688.824 TX    7D
   96698.999 RX    7D 7D
   96719.322 RX    21 40 0A FF 91
   96729.546 RX    00 23 FF FF 01
   96749.888 RX    00 89 64 00 00
   96760.092 RX    1E FF 00 30 80
   96780.534 RX    7C 95 00 26 00 26 00 26
   96790.704 RX    00 26 00 00 00
   96790.750 TX    80
   96811.264 RX    80 80 1C 00 00 8C
   96831.673 RX    72 73 FF 65 81
   96841.877 RX    24 00 80 01 00
   96862.266 RX    00 00 1D 81
   96872.477 RX    4A 03 6B 00 30 0A F0
   96892.893 RX    00 00 00
   96892.939 TX    7D
   96903.289 RX    7D 7D 21
   96923.733 RX    40 0A FF 91 00
   96944.291 RX    22 FF FF 01 00
   96954.554 RX    89 64 00 00 1E
   96974.935 RX    FF 00 30 80 7C 95
   96985.125 RX    00 26 00 26 00 26 00 26 00
   97005.628 RX    00 00
   97005.678 TX    80
   97015.887 RX    80 80 1C
   97036.379 RX    00 00 8C 72 73 FF
   97046.738 RX    65 81 24 00 80
   97067.213 RX    01 00 00 00 1D
   97087.797 RX    81 4A 03 6B 00 30
   97098.369 RX    0B 22 00 00 00
   97098.652 TX    7D
   97119.789 RX    7D 7D 21 40
   97130.537 RX    0A FF 91 00
   97151.091 RX    22 FF FF 01 00
   97161.671 RX    89 64 00 00 1E
   97182.324 RX    FF 00 30 80 7C 95
   97192.518 RX    00 26 00 26 00 26 00 26 00
   97212.958 RX    00 00
   97213.011 TX    80
   97223.165 RX    80 80 1C
   97243.594 RX    00 00 8C 72 73 FF
   97263.952 RX    65 80 24 00 80
   97274.115 RX    01 00 00 00 1D
   97294.467 RX    81 4A 03 6B 00 30
   97304.676 RX    0B 22 00 00 00
   97304.733 TX    7D
   97324.965 RX    7D 7D 21 40 0A
   97335.157 RX    FF 91 00 22 FF
   97355.531 RX    FF 01 00 89 64
   97375.894 RX    00 00 1E FF 00
   97386.083 RX    30 80 7C 95 00
   97406.461 RX    26 00 26 00 26 00 26 00 00
   97416.649 RX    00
   97416.694 TX    80
   97437.029 RX    80 80 1C 00 00
   97447.340 RX    8C 72 73 FF 65
   97467.682 RX    80 24 00 80 01
   97488.042 RX    00 00 00 1D 81
   97498.236 RX    4A 03 6B 00 30 0B 54
   97518.550 RX    00 00 00
   97518.594 TX    7D
   97528.791 RX    7D 7D 21
   97549.325 RX    40 0A FF 91 00
   97559.542 RX    22 FF FF 01 00
   97580.148 RX    89 64 00 00 1E
   97600.718 RX    FF 00 30 80 7C
   97611.445 RX    95 00 26 00 26 00 26 00 26
   97632.573 RX    00 00 00
   97632.713 TX    80
   97643.365 RX    80 80
   97664.749 RX    1C 00 00 8C 72 73
   97675.223 RX    FF 65 7F 24
   97695.733 RX    00 80 01 00 00
   97705.905 RX    00 1D 81 4A 03 6B
   97726.293 RX    00 30 0B 54 00 00
   97736.481 RX    00
   97736.528 TX    7D
   97756.865 RX    7D 7D 21 40
   97767.048 RX    0A FF 91 00 21
   97787.415 RX    FF FF 01 00 89
   97807.782 RX    64 00 00 1E FF
   97817.963 RX    00 30 80 7C 95 00
   97838.339 RX    26 00 26 00 26 00 26 00 00
   97848.549 RX    00
   97848.595 TX    80
   97868.956 RX    80 80 1C 00 00 8C
   97879.157 RX    72 73 FF 65 7F
   97899.484 RX    24 00 80 01 00
   97919.854 RX    00 00 1D 81 4A
   97930.056 RX    03 6B 00 30 0B 54
   97950.418 RX    00 00 00
   97950.460 TX    7D
   97960.638 RX    7D 7D
   97981.018 RX    21 40 0A FF 91
   97991.208 RX    00 21 FF FF 01
   98011.580 RX    00 89 64 00 00
   98031.967 RX    1E FF 00 30 80
   98042.169 RX    7C 95 00 26 00 26 00 26 00
   98062.528 RX    26 00 00 00
   98062.573 TX    80
   98072.732 RX    80 80
   98093.151 RX    1C 00 00 8C 72 73
   98103.319 RX    FF 65 7E 24 00
   98124.257 RX    80 01 00 00 00
   98134.730 RX    1D 81 4A 03 6B 00
   98155.522 RX    30 0B 86 00 00 00
   98155.634 TX    7D
   98176.419 RX    7D 7D 21 40
   98186.668 RX    0A FF 91 00 21
   98207.149 RX    FF FF 01 00 89
   98217.745 RX    64 00 00 1E
   98238.128 RX    FF 00 30 80 7C 95
   98248.306 RX    00 26 00 26 00 26 00 26 00
   98268.733 RX    00 00
   98268.784 TX    80
   98278.962 RX    80 80 1C
   98299.316 RX    00 00 8C 72 73 FF
   98319.705 RX    65 7E 24 00 80
   98329.906 RX    01 00 00 00 1D
   98350.297 RX    81 4A 03 6B 00 30
